S.No,From Date,To Date,PM2.5 (ug/m3),Ozone (ug/m3),SO2 (),PM10 (ug/m3),NO2 (ug/m3),CO (mg/m3)
1134,08-Feb-2020 - 00:00,09-Feb-2020 - 00:00,125.39,26.18,5.45,229.46,60.05,0.82
1135,09-Feb-2020 - 00:00,10-Feb-2020 - 00:00,95.62,27.55,5.21,152.68,39.82,0.49
1136,10-Feb-2020 - 00:00,11-Feb-2020 - 00:00,106.9,23.77,6.11,177.52,50.07,0.85
1137,11-Feb-2020 - 00:00,12-Feb-2020 - 00:00,120.97,25.89,5.76,195.66,47.72,0.82
1138,12-Feb-2020 - 00:00,13-Feb-2020 - 00:00,109.21,28.12,5.91,178.45,39.68,0.76
1139,13-Feb-2020 - 00:00,14-Feb-2020 - 00:00,124.06,26.63,6.03,219.02,50.11,1.05
1140,14-Feb-2020 - 00:00,15-Feb-2020 - 00:00,152.57,27.07,5.65,227.9,56.77,0.88
1141,15-Feb-2020 - 00:00,16-Feb-2020 - 00:00,189.99,30.49,7.4,319.76,63.39,1.42
1142,16-Feb-2020 - 00:00,17-Feb-2020 - 00:00,175.23,23.07,7.76,303.0,61.73,0.87
1143,17-Feb-2020 - 00:00,18-Feb-2020 - 00:00,186.15,20.73,5.52,278.47,48.44,0.92
1144,18-Feb-2020 - 00:00,19-Feb-2020 - 00:00,159.9,21.1,5.29,228.71,46.63,1.1
1145,19-Feb-2020 - 00:00,20-Feb-2020 - 00:00,173.05,19.4,5.45,262.24,54.5,1.32
1146,20-Feb-2020 - 00:00,21-Feb-2020 - 00:00,144.93,18.38,5.4,220.91,69.95,0.99
1147,21-Feb-2020 - 00:00,22-Feb-2020 - 00:00,112.44,20.74,5.41,212.01,81.88,0.85
1148,22-Feb-2020 - 00:00,23-Feb-2020 - 00:00,137.86,18.9,5.77,251.99,69.29,0.87
1149,23-Feb-2020 - 00:00,24-Feb-2020 - 00:00,102.38,24.65,5.21,166.62,47.1,0.42
1150,24-Feb-2020 - 00:00,25-Feb-2020 - 00:00,61.85,30.64,6.9,112.5,32.73,0.51
1151,25-Feb-2020 - 00:00,26-Feb-2020 - 00:00,33.94,26.97,4.21,69.22,37.88,0.53
1152,26-Feb-2020 - 00:00,27-Feb-2020 - 00:00,25.1,19.8,3.74,45.04,35.42,0.7
1153,27-Feb-2020 - 00:00,28-Feb-2020 - 00:00,37.13,24.08,5.5,82.82,37.98,0.56
1154,28-Feb-2020 - 00:00,29-Feb-2020 - 00:00,55.33,23.4,5.05,92.59,61.63,0.76
1155,29-Feb-2020 - 00:00,01-Mar-2020 - 00:00,54.22,25.59,4.89,115.11,60.66,0.77
1156,01-Mar-2020 - 00:00,02-Mar-2020 - 00:00,70.41,26.13,5.05,116.15,54.48,0.74
1157,02-Mar-2020 - 00:00,03-Mar-2020 - 00:00,67.95,26.28,4.94,121.28,51.83,0.63
1158,03-Mar-2020 - 00:00,04-Mar-2020 - 00:00,54.49,18.2,4.18,89.08,53.37,0.64
1159,04-Mar-2020 - 00:00,05-Mar-2020 - 00:00,33.74,27.4,4.38,69.47,42.47,0.62
1160,05-Mar-2020 - 00:00,06-Mar-2020 - 00:00,48.53,29.14,4.79,90.87,46.94,0.64
1161,06-Mar-2020 - 00:00,07-Mar-2020 - 00:00,49.08,22.96,4.97,87.93,50.59,0.74
1162,07-Mar-2020 - 00:00,08-Mar-2020 - 00:00,50.4,20.33,4.86,94.6,49.47,0.63
1163,08-Mar-2020 - 00:00,09-Mar-2020 - 00:00,40.43,16.91,4.18,76.25,41.13,0.52
1164,09-Mar-2020 - 00:00,10-Mar-2020 - 00:00,67.98,22.81,4.99,106.17,40.77,0.64
1165,10-Mar-2020 - 00:00,11-Mar-2020 - 00:00,68.67,29.36,5.15,102.64,37.78,0.6
1166,11-Mar-2020 - 00:00,12-Mar-2020 - 00:00,74.06,29.76,5.01,110.89,45.19,0.68
1167,12-Mar-2020 - 00:00,13-Mar-2020 - 00:00,98.52,19.33,5.74,143.71,64.14,0.83
1168,13-Mar-2020 - 00:00,14-Mar-2020 - 00:00,91.58,25.15,5.41,155.69,55.59,0.8
1169,14-Mar-2020 - 00:00,15-Mar-2020 - 00:00,101.66,12.76,4.94,144.37,50.99,0.69
1170,15-Mar-2020 - 00:00,16-Mar-2020 - 00:00,68.36,16.15,4.41,99.31,30.25,0.54
1171,16-Mar-2020 - 00:00,17-Mar-2020 - 00:00,69.66,29.48,5.64,128.65,47.3,0.63
1172,17-Mar-2020 - 00:00,18-Mar-2020 - 00:00,79.83,23.6,7.37,152.84,59.49,0.73
1173,18-Mar-2020 - 00:00,19-Mar-2020 - 00:00,103.28,22.19,9.46,189.72,71.76,0.79
1174,19-Mar-2020 - 00:00,20-Mar-2020 - 00:00,99.03,31.68,7.93,213.36,66.47,0.78
1175,20-Mar-2020 - 00:00,21-Mar-2020 - 00:00,81.6,25.46,6.06,146.4,63.49,0.63
1176,21-Mar-2020 - 00:00,22-Mar-2020 - 00:00,49.11,21.38,4.32,82.54,57.82,0.66
1177,22-Mar-2020 - 00:00,23-Mar-2020 - 00:00,45.99,26.19,4.38,66.67,33.92,0.51
1178,23-Mar-2020 - 00:00,24-Mar-2020 - 00:00,43.6,28.4,4.69,66.39,34.89,0.56
1179,24-Mar-2020 - 00:00,25-Mar-2020 - 00:00,40.59,28.3,4.47,63.1,40.21,0.64
1180,25-Mar-2020 - 00:00,26-Mar-2020 - 00:00,58.02,29.32,4.73,86.14,31.63,0.54
1181,26-Mar-2020 - 00:00,27-Mar-2020 - 00:00,55.5,27.97,3.71,69.67,30.12,0.62
1182,27-Mar-2020 - 00:00,28-Mar-2020 - 00:00,75.72,25.91,4.1,99.74,33.12,0.59
1183,28-Mar-2020 - 00:00,29-Mar-2020 - 00:00,75.06,26.68,4.09,112.01,27.21,0.49
1184,29-Mar-2020 - 00:00,30-Mar-2020 - 00:00,45.55,31.71,6.03,87.06,27.27,0.48
1185,30-Mar-2020 - 00:00,31-Mar-2020 - 00:00,59.07,32.28,6.89,110.2,33.31,0.56
1186,31-Mar-2020 - 00:00,01-Apr-2020 - 00:00,81.09,39.41,7.1,135.3,34.44,0.67
1187,01-Apr-2020 - 00:00,02-Apr-2020 - 00:00,88.07,37.51,6.14,135.63,36.81,0.71
1188,02-Apr-2020 - 00:00,03-Apr-2020 - 00:00,49.0,40.62,5.97,79.6,31.24,0.58
1189,03-Apr-2020 - 00:00,04-Apr-2020 - 00:00,62.49,40.63,6.75,106.59,29.45,0.57
1190,04-Apr-2020 - 00:00,05-Apr-2020 - 00:00,74.0,38.58,7.79,124.64,37.62,0.68
1191,05-Apr-2020 - 00:00,06-Apr-2020 - 00:00,85.49,41.93,7.77,140.1,35.86,0.79
1192,06-Apr-2020 - 00:00,07-Apr-2020 - 00:00,124.95,40.41,9.21,170.53,40.32,0.96
1193,07-Apr-2020 - 00:00,08-Apr-2020 - 00:00,99.41,40.04,8.09,154.06,34.45,0.71
1194,08-Apr-2020 - 00:00,09-Apr-2020 - 00:00,74.84,39.32,6.78,123.57,33.15,0.66
1195,09-Apr-2020 - 00:00,10-Apr-2020 - 00:00,60.54,37.17,5.2,95.38,29.5,0.51
1196,10-Apr-2020 - 00:00,11-Apr-2020 - 00:00,39.12,37.27,5.07,63.59,34.63,0.48
1197,11-Apr-2020 - 00:00,12-Apr-2020 - 00:00,43.8,37.63,4.7,69.7,30.59,0.52
1198,12-Apr-2020 - 00:00,13-Apr-2020 - 00:00,41.37,34.12,4.24,58.6,31.52,0.59
1199,13-Apr-2020 - 00:00,14-Apr-2020 - 00:00,58.59,23.32,6.12,85.0,41.87,0.6
,,,,,,,,
1201,15-Apr-2020 - 00:00,16-Apr-2020 - 00:00,56.32,18.09,3.83,78.44,35.88,0.56
1202,16-Apr-2020 - 00:00,17-Apr-2020 - 00:00,32.02,22.23,4.11,49.03,30.93,0.48
1203,17-Apr-2020 - 00:00,18-Apr-2020 - 00:00,22.97,28.2,3.89,33.71,24.41,0.49
1204,18-Apr-2020 - 00:00,19-Apr-2020 - 00:00,23.49,25.6,3.8,38.8,25.81,0.51
1205,19-Apr-2020 - 00:00,20-Apr-2020 - 00:00,20.18,23.77,3.21,30.35,22.4,0.49
1206,20-Apr-2020 - 00:00,21-Apr-2020 - 00:00,27.7,25.82,3.48,38.47,29.39,0.47
1207,21-Apr-2020 - 00:00,22-Apr-2020 - 00:00,22.14,19.61,3.53,32.19,29.8,0.52
1208,22-Apr-2020 - 00:00,23-Apr-2020 - 00:00,23.8,23.21,3.27,33.39,24.61,0.4
1209,23-Apr-2020 - 00:00,24-Apr-2020 - 00:00,24.39,21.16,3.84,39.56,12.41,0.55
1210,24-Apr-2020 - 00:00,25-Apr-2020 - 00:00,20.0,26.29,3.36,30.26,7.52,0.45
1211,25-Apr-2020 - 00:00,26-Apr-2020 - 00:00,16.7,29.17,3.69,27.51,8.9,0.46
1212,26-Apr-2020 - 00:00,27-Apr-2020 - 00:00,16.44,26.73,3.91,25.95,12.21,0.46
1213,27-Apr-2020 - 00:00,28-Apr-2020 - 00:00,24.59,23.21,3.83,42.64,26.7,0.58
1214,28-Apr-2020 - 00:00,29-Apr-2020 - 00:00,21.17,25.33,3.49,37.25,27.94,0.51
1215,29-Apr-2020 - 00:00,30-Apr-2020 - 00:00,23.12,27.19,3.54,41.41,25.33,0.41
1216,30-Apr-2020 - 00:00,01-May-2020 - 00:00,20.23,29.19,3.62,34.54,20.64,0.4
1217,01-May-2020 - 00:00,02-May-2020 - 00:00,16.64,,3.29,25.19,19.01,0.44
1218,02-May-2020 - 00:00,03-May-2020 - 00:00,21.65,14.29,3.31,39.22,23.14,0.58
1219,03-May-2020 - 00:00,04-May-2020 - 00:00,23.68,20.3,3.55,39.88,21.76,0.57
1220,04-May-2020 - 00:00,05-May-2020 - 00:00,20.29,22.81,3.45,35.05,22.85,0.48
1221,05-May-2020 - 00:00,06-May-2020 - 00:00,20.6,24.05,3.5,36.39,26.0,0.47
1222,06-May-2020 - 00:00,07-May-2020 - 00:00,22.8,37.45,3.86,32.88,20.2,0.42
1223,07-May-2020 - 00:00,08-May-2020 - 00:00,20.58,40.42,3.7,32.33,22.79,0.39
1224,08-May-2020 - 00:00,09-May-2020 - 00:00,24.24,38.8,4.18,46.11,27.93,0.48
1225,09-May-2020 - 00:00,10-May-2020 - 00:00,28.95,42.95,4.07,47.11,25.06,0.48
1226,10-May-2020 - 00:00,11-May-2020 - 00:00,32.56,45.04,4.95,57.04,28.14,0.42
1227,11-May-2020 - 00:00,12-May-2020 - 00:00,30.72,39.81,3.86,52.95,27.99,0.47
1228,12-May-2020 - 00:00,13-May-2020 - 00:00,29.76,40.81,4.38,56.16,25.54,0.47
1229,13-May-2020 - 00:00,14-May-2020 - 00:00,30.13,37.3,3.5,49.47,24.43,0.57
1230,14-May-2020 - 00:00,15-May-2020 - 00:00,19.24,35.25,3.13,28.57,22.08,0.58
1231,15-May-2020 - 00:00,16-May-2020 - 00:00,21.89,33.88,3.25,35.58,24.82,0.52
1232,16-May-2020 - 00:00,17-May-2020 - 00:00,21.42,32.05,3.11,35.91,23.14,0.52
1233,17-May-2020 - 00:00,18-May-2020 - 00:00,22.57,37.41,3.09,37.83,18.89,0.4
1234,18-May-2020 - 00:00,19-May-2020 - 00:00,27.22,30.19,3.11,47.86,23.31,0.58
1235,19-May-2020 - 00:00,20-May-2020 - 00:00,34.83,26.54,3.21,59.61,28.55,0.46
1236,20-May-2020 - 00:00,21-May-2020 - 00:00,32.86,22.16,3.36,55.31,28.69,0.41
1237,21-May-2020 - 00:00,22-May-2020 - 00:00,13.42,21.03,3.2,21.0,17.8,0.37
1238,22-May-2020 - 00:00,23-May-2020 - 00:00,7.31,16.42,3.29,15.89,20.82,0.46
1239,23-May-2020 - 00:00,24-May-2020 - 00:00,14.45,17.34,3.11,30.16,24.23,0.46
1240,24-May-2020 - 00:00,25-May-2020 - 00:00,18.42,15.04,2.94,34.39,18.35,0.34
1241,25-May-2020 - 00:00,26-May-2020 - 00:00,19.32,19.27,3.02,33.59,19.21,0.4
1242,26-May-2020 - 00:00,27-May-2020 - 00:00,20.43,20.98,2.71,41.44,25.32,0.42
1243,27-May-2020 - 00:00,28-May-2020 - 00:00,18.63,20.98,3.13,30.91,25.98,0.37
1244,28-May-2020 - 00:00,29-May-2020 - 00:00,16.8,20.98,3.9,33.31,30.8,0.4
1245,29-May-2020 - 00:00,30-May-2020 - 00:00,19.85,20.63,3.57,38.84,26.16,0.41
1246,30-May-2020 - 00:00,31-May-2020 - 00:00,19.17,19.98,3.41,33.56,26.42,0.45
1247,31-May-2020 - 00:00,01-Jun-2020 - 00:00,18.53,19.98,3.16,28.1,23.21,0.34
1248,01-Jun-2020 - 00:00,02-Jun-2020 - 00:00,22.21,19.24,3.4,39.15,39.21,0.45
1249,02-Jun-2020 - 00:00,03-Jun-2020 - 00:00,29.31,18.02,3.75,49.65,27.1,0.52
1250,03-Jun-2020 - 00:00,04-Jun-2020 - 00:00,47.79,18.02,3.53,77.65,29.15,0.53
1251,04-Jun-2020 - 00:00,05-Jun-2020 - 00:00,39.05,27.7,3.14,56.52,24.09,0.52
1252,05-Jun-2020 - 00:00,06-Jun-2020 - 00:00,30.67,24.32,3.39,45.23,31.57,0.57
1253,06-Jun-2020 - 00:00,07-Jun-2020 - 00:00,24.86,13.68,3.67,44.85,30.9,0.61
1254,07-Jun-2020 - 00:00,08-Jun-2020 - 00:00,22.48,21.28,3.3,48.88,23.48,0.38
1255,08-Jun-2020 - 00:00,09-Jun-2020 - 00:00,34.65,24.69,3.33,60.0,22.36,0.43
1256,09-Jun-2020 - 00:00,10-Jun-2020 - 00:00,30.94,22.97,3.09,45.65,23.66,0.6
1257,10-Jun-2020 - 00:00,11-Jun-2020 - 00:00,41.61,13.73,3.02,69.07,33.76,0.64
1258,11-Jun-2020 - 00:00,12-Jun-2020 - 00:00,26.18,19.97,3.03,38.11,23.66,0.5
1259,12-Jun-2020 - 00:00,13-Jun-2020 - 00:00,17.1,14.55,3.17,29.93,22.08,0.47
1260,13-Jun-2020 - 00:00,14-Jun-2020 - 00:00,7.3,18.14,3.02,18.94,25.07,0.54
1261,14-Jun-2020 - 00:00,15-Jun-2020 - 00:00,10.98,15.52,3.05,22.98,23.87,0.37
1262,15-Jun-2020 - 00:00,16-Jun-2020 - 00:00,18.44,16.22,3.04,36.86,23.34,0.44
1263,16-Jun-2020 - 00:00,17-Jun-2020 - 00:00,10.14,15.02,3.09,23.67,24.64,0.51
1264,17-Jun-2020 - 00:00,18-Jun-2020 - 00:00,16.0,15.15,3.01,37.76,23.61,0.44
1265,18-Jun-2020 - 00:00,19-Jun-2020 - 00:00,10.59,19.06,2.98,24.31,22.71,0.48
1266,19-Jun-2020 - 00:00,20-Jun-2020 - 00:00,14.96,19.69,3.19,31.03,24.99,0.59
1267,20-Jun-2020 - 00:00,21-Jun-2020 - 00:00,23.08,18.35,2.98,47.39,26.85,0.63
1268,21-Jun-2020 - 00:00,22-Jun-2020 - 00:00,23.61,16.53,3.0,41.16,22.09,0.53
1269,22-Jun-2020 - 00:00,23-Jun-2020 - 00:00,13.73,17.58,2.91,36.3,22.34,0.46
1270,23-Jun-2020 - 00:00,24-Jun-2020 - 00:00,16.05,17.75,3.09,26.61,24.24,0.56
1271,24-Jun-2020 - 00:00,25-Jun-2020 - 00:00,23.15,17.59,3.0,37.75,25.69,0.47
1272,25-Jun-2020 - 00:00,26-Jun-2020 - 00:00,14.07,15.86,2.87,35.22,19.1,0.5
1273,26-Jun-2020 - 00:00,27-Jun-2020 - 00:00,12.27,13.59,3.12,22.42,21.55,0.57
1274,27-Jun-2020 - 00:00,28-Jun-2020 - 00:00,11.68,15.71,3.04,20.47,25.94,0.53
1275,28-Jun-2020 - 00:00,29-Jun-2020 - 00:00,14.2,21.53,3.0,24.93,21.12,0.43
1276,29-Jun-2020 - 00:00,30-Jun-2020 - 00:00,26.19,19.67,3.51,40.99,24.71,0.5
1277,30-Jun-2020 - 00:00,01-Jul-2020 - 00:00,22.92,15.75,3.12,41.15,27.1,0.58
1278,01-Jul-2020 - 00:00,02-Jul-2020 - 00:00,30.74,19.28,2.97,52.69,27.64,0.52
1279,02-Jul-2020 - 00:00,03-Jul-2020 - 00:00,17.61,20.16,3.14,30.87,28.66,0.58
1280,03-Jul-2020 - 00:00,04-Jul-2020 - 00:00,15.43,13.83,3.21,33.69,22.39,0.61
1281,04-Jul-2020 - 00:00,05-Jul-2020 - 00:00,22.21,14.31,3.15,38.83,23.45,0.78
1282,05-Jul-2020 - 00:00,06-Jul-2020 - 00:00,16.1,13.03,3.17,29.12,16.96,0.31
1283,06-Jul-2020 - 00:00,07-Jul-2020 - 00:00,9.29,12.46,2.97,23.8,18.85,0.42
1284,07-Jul-2020 - 00:00,08-Jul-2020 - 00:00,9.0,12.46,2.92,21.44,16.59,0.32
1285,08-Jul-2020 - 00:00,09-Jul-2020 - 00:00,,,,,,
1286,09-Jul-2020 - 00:00,10-Jul-2020 - 00:00,,,,,,
1287,10-Jul-2020 - 00:00,11-Jul-2020 - 00:00,,,,,,
1288,11-Jul-2020 - 00:00,12-Jul-2020 - 00:00,,,,,,
1289,12-Jul-2020 - 00:00,13-Jul-2020 - 00:00,,,,,,
1290,13-Jul-2020 - 00:00,14-Jul-2020 - 00:00,,,,,,
1291,14-Jul-2020 - 00:00,15-Jul-2020 - 00:00,,,,,,
1292,15-Jul-2020 - 00:00,16-Jul-2020 - 00:00,,,,,,
1293,16-Jul-2020 - 00:00,17-Jul-2020 - 00:00,,,,,,
1294,17-Jul-2020 - 00:00,18-Jul-2020 - 00:00,,,,,,
1295,18-Jul-2020 - 00:00,19-Jul-2020 - 00:00,,,,,,
1296,19-Jul-2020 - 00:00,20-Jul-2020 - 00:00,,,,,,
1297,20-Jul-2020 - 00:00,21-Jul-2020 - 00:00,14.21,13.5,3.12,26.02,23.31,0.62
1298,21-Jul-2020 - 00:00,22-Jul-2020 - 00:00,15.71,19.78,3.36,23.52,16.45,0.33
1299,22-Jul-2020 - 00:00,23-Jul-2020 - 00:00,12.06,18.45,3.14,21.13,17.82,0.49
,,,,,,,,
1301,24-Jul-2020 - 00:00,25-Jul-2020 - 00:00,12.2,13.65,3.13,24.18,18.47,0.36
1302,25-Jul-2020 - 00:00,26-Jul-2020 - 00:00,16.93,20.93,2.86,27.89,16.25,0.19
1303,26-Jul-2020 - 00:00,27-Jul-2020 - 00:00,25.23,18.33,2.9,29.34,19.93,0.17
1304,27-Jul-2020 - 00:00,28-Jul-2020 - 00:00,14.56,25.81,3.22,33.79,17.38,0.5
1305,28-Jul-2020 - 00:00,29-Jul-2020 - 00:00,14.27,23.75,3.19,25.28,18.88,0.51
1306,29-Jul-2020 - 00:00,30-Jul-2020 - 00:00,21.34,26.1,2.9,31.98,12.77,0.48
1307,30-Jul-2020 - 00:00,31-Jul-2020 - 00:00,16.38,24.92,3.05,30.14,22.99,0.54
1308,31-Jul-2020 - 00:00,01-Aug-2020 - 00:00,24.91,24.6,3.32,45.32,24.44,0.62
1309,01-Aug-2020 - 00:00,02-Aug-2020 - 00:00,22.6,27.69,3.17,37.64,20.15,0.71
1310,02-Aug-2020 - 00:00,03-Aug-2020 - 00:00,24.11,25.25,2.83,51.49,16.4,0.44
1311,03-Aug-2020 - 00:00,04-Aug-2020 - 00:00,25.04,24.77,3.43,48.26,16.37,0.52
1312,04-Aug-2020 - 00:00,05-Aug-2020 - 00:00,30.73,23.74,3.09,60.16,15.39,0.52
1313,05-Aug-2020 - 00:00,06-Aug-2020 - 00:00,16.16,24.16,2.9,32.69,12.83,0.38
1314,06-Aug-2020 - 00:00,07-Aug-2020 - 00:00,9.47,23.79,3.06,25.48,16.81,0.42
1315,07-Aug-2020 - 00:00,08-Aug-2020 - 00:00,16.07,25.57,3.28,25.19,16.46,0.52
1316,08-Aug-2020 - 00:00,09-Aug-2020 - 00:00,27.22,28.3,,,14.5,0.43
1317,09-Aug-2020 - 00:00,10-Aug-2020 - 00:00,17.42,24.74,2.89,54.38,14.48,0.53
1318,10-Aug-2020 - 00:00,11-Aug-2020 - 00:00,13.98,23.79,3.11,27.99,18.29,0.42
1319,11-Aug-2020 - 00:00,12-Aug-2020 - 00:00,11.33,21.84,3.32,24.31,14.15,0.51
1320,12-Aug-2020 - 00:00,13-Aug-2020 - 00:00,16.34,18.22,3.16,36.19,16.25,0.66
1321,13-Aug-2020 - 00:00,14-Aug-2020 - 00:00,18.62,27.02,2.97,31.22,16.22,0.72
1322,14-Aug-2020 - 00:00,15-Aug-2020 - 00:00,19.83,26.3,3.04,34.68,16.41,0.63
1323,15-Aug-2020 - 00:00,16-Aug-2020 - 00:00,10.06,16.17,2.79,26.21,13.97,0.39
1324,16-Aug-2020 - 00:00,17-Aug-2020 - 00:00,8.13,20.35,2.99,18.38,12.57,0.33
1325,17-Aug-2020 - 00:00,18-Aug-2020 - 00:00,7.44,17.74,2.76,14.76,12.8,0.36
1326,18-Aug-2020 - 00:00,19-Aug-2020 - 00:00,,,,,,
1327,19-Aug-2020 - 00:00,20-Aug-2020 - 00:00,,,,,,
1328,20-Aug-2020 - 00:00,21-Aug-2020 - 00:00,,,,,,
1329,21-Aug-2020 - 00:00,22-Aug-2020 - 00:00,,,,,,
1330,22-Aug-2020 - 00:00,23-Aug-2020 - 00:00,,,,,,
1331,23-Aug-2020 - 00:00,24-Aug-2020 - 00:00,,,,,,
1332,24-Aug-2020 - 00:00,25-Aug-2020 - 00:00,34.37,14.1,3.59,69.89,25.31,1.52
1333,25-Aug-2020 - 00:00,26-Aug-2020 - 00:00,37.54,19.38,3.24,71.58,16.27,0.76
1334,26-Aug-2020 - 00:00,27-Aug-2020 - 00:00,27.12,18.43,3.18,55.46,18.48,0.78
1335,27-Aug-2020 - 00:00,28-Aug-2020 - 00:00,16.92,19.39,2.85,40.82,12.72,0.64
1336,28-Aug-2020 - 00:00,29-Aug-2020 - 00:00,21.6,21.64,3.25,45.58,16.67,0.61
1337,29-Aug-2020 - 00:00,30-Aug-2020 - 00:00,25.2,21.2,3.21,44.89,17.36,0.61
1338,30-Aug-2020 - 00:00,31-Aug-2020 - 00:00,26.36,25.0,3.11,41.31,14.99,0.51
1339,31-Aug-2020 - 00:00,01-Sep-2020 - 00:00,27.34,23.1,3.11,39.76,13.64,0.56
1340,01-Sep-2020 - 00:00,02-Sep-2020 - 00:00,15.02,24.83,2.94,38.24,15.6,0.75
1341,02-Sep-2020 - 00:00,03-Sep-2020 - 00:00,18.71,22.95,3.02,46.76,15.52,0.78
1342,03-Sep-2020 - 00:00,04-Sep-2020 - 00:00,30.0,18.79,3.42,53.94,18.21,0.79
1343,04-Sep-2020 - 00:00,05-Sep-2020 - 00:00,33.47,25.72,3.27,52.66,15.68,0.68
1344,05-Sep-2020 - 00:00,06-Sep-2020 - 00:00,28.4,29.14,3.22,39.56,15.85,0.7
1345,06-Sep-2020 - 00:00,07-Sep-2020 - 00:00,27.3,23.21,3.02,42.17,16.98,0.74
1346,07-Sep-2020 - 00:00,08-Sep-2020 - 00:00,13.06,25.49,3.01,21.16,14.26,0.66
1347,08-Sep-2020 - 00:00,09-Sep-2020 - 00:00,19.54,22.02,3.43,34.58,19.28,0.76
1348,09-Sep-2020 - 00:00,10-Sep-2020 - 00:00,20.69,26.72,3.29,33.13,19.2,0.85
1349,10-Sep-2020 - 00:00,11-Sep-2020 - 00:00,32.86,16.97,3.04,54.57,21.04,0.97
1350,11-Sep-2020 - 00:00,12-Sep-2020 - 00:00,27.74,22.26,3.16,40.56,15.12,0.58
1351,12-Sep-2020 - 00:00,13-Sep-2020 - 00:00,25.18,24.6,3.23,43.04,16.28,0.59
1352,13-Sep-2020 - 00:00,14-Sep-2020 - 00:00,22.53,21.09,2.93,35.53,16.19,0.64
1353,14-Sep-2020 - 00:00,15-Sep-2020 - 00:00,25.98,21.09,2.88,39.22,17.83,0.68
1354,15-Sep-2020 - 00:00,16-Sep-2020 - 00:00,18.76,17.17,3.41,32.92,19.0,0.64
1355,16-Sep-2020 - 00:00,17-Sep-2020 - 00:00,14.11,21.78,2.99,25.94,16.76,0.45
1356,17-Sep-2020 - 00:00,18-Sep-2020 - 00:00,22.82,18.62,2.99,37.22,16.18,0.58
1357,18-Sep-2020 - 00:00,19-Sep-2020 - 00:00,22.38,18.06,3.3,36.52,17.94,0.8
1358,19-Sep-2020 - 00:00,20-Sep-2020 - 00:00,30.49,18.12,3.06,55.95,17.75,0.73
1359,20-Sep-2020 - 00:00,21-Sep-2020 - 00:00,25.32,16.7,3.16,58.09,16.16,0.61
1360,21-Sep-2020 - 00:00,22-Sep-2020 - 00:00,17.86,16.67,3.1,47.21,17.46,0.42
1361,22-Sep-2020 - 00:00,23-Sep-2020 - 00:00,10.13,16.37,2.96,21.66,15.2,0.43
1362,23-Sep-2020 - 00:00,24-Sep-2020 - 00:00,6.03,18.3,3.04,15.72,16.94,0.44
1363,24-Sep-2020 - 00:00,25-Sep-2020 - 00:00,14.38,14.92,3.18,31.32,18.63,0.72
1364,25-Sep-2020 - 00:00,26-Sep-2020 - 00:00,16.67,13.31,3.11,36.6,18.86,0.64
1365,26-Sep-2020 - 00:00,27-Sep-2020 - 00:00,12.94,17.41,2.91,21.85,18.58,0.55
1366,27-Sep-2020 - 00:00,28-Sep-2020 - 00:00,24.06,20.98,3.33,39.86,21.67,0.71
1367,28-Sep-2020 - 00:00,29-Sep-2020 - 00:00,35.33,19.27,3.32,55.72,18.79,0.58
1368,29-Sep-2020 - 00:00,30-Sep-2020 - 00:00,44.42,21.87,3.01,63.41,17.18,0.71
1369,30-Sep-2020 - 00:00,01-Oct-2020 - 00:00,43.32,20.41,3.16,71.71,21.07,0.74
1370,01-Oct-2020 - 00:00,02-Oct-2020 - 00:00,39.55,20.52,3.27,63.3,17.78,0.61
1371,02-Oct-2020 - 00:00,03-Oct-2020 - 00:00,47.04,20.37,3.07,76.46,19.62,0.67
1372,03-Oct-2020 - 00:00,04-Oct-2020 - 00:00,32.7,18.34,2.96,56.54,20.0,0.53
1373,04-Oct-2020 - 00:00,05-Oct-2020 - 00:00,30.05,18.21,3.26,46.27,17.34,0.41
1374,05-Oct-2020 - 00:00,06-Oct-2020 - 00:00,28.07,16.59,3.27,51.45,19.17,0.66
1375,06-Oct-2020 - 00:00,07-Oct-2020 - 00:00,25.26,19.08,3.14,55.44,18.61,0.62
1376,07-Oct-2020 - 00:00,08-Oct-2020 - 00:00,24.25,21.88,2.94,40.68,19.56,0.58
1377,08-Oct-2020 - 00:00,09-Oct-2020 - 00:00,32.15,18.93,3.26,55.51,18.6,0.72
1378,09-Oct-2020 - 00:00,10-Oct-2020 - 00:00,44.38,20.53,3.12,78.6,19.36,0.72
1379,10-Oct-2020 - 00:00,11-Oct-2020 - 00:00,49.25,20.85,2.98,89.46,23.47,0.68
1380,11-Oct-2020 - 00:00,12-Oct-2020 - 00:00,44.59,24.96,3.31,88.2,25.43,0.54
1381,12-Oct-2020 - 00:00,13-Oct-2020 - 00:00,50.84,25.01,3.17,98.45,26.3,0.6
1382,13-Oct-2020 - 00:00,14-Oct-2020 - 00:00,49.7,27.29,2.78,86.76,25.6,0.59
1383,14-Oct-2020 - 00:00,15-Oct-2020 - 00:00,52.71,26.33,3.3,92.12,29.48,0.66
1384,15-Oct-2020 - 00:00,16-Oct-2020 - 00:00,61.39,21.08,3.36,101.45,34.26,0.87
1385,16-Oct-2020 - 00:00,17-Oct-2020 - 00:00,66.54,26.32,3.03,123.89,26.68,0.87
1386,17-Oct-2020 - 00:00,18-Oct-2020 - 00:00,71.13,25.69,3.04,130.68,21.04,0.75
1387,18-Oct-2020 - 00:00,19-Oct-2020 - 00:00,55.06,25.3,3.34,101.65,18.14,0.67
