S.No,From Date,To Date,PM2.5 (ug/m3),Ozone (ug/m3),SO2 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),CO (mg/m3)
1515,23-Feb-2021 - 00:00,24-Feb-2021 - 00:00,106.53,,20.05,247.46,9.73,
1516,24-Feb-2021 - 00:00,25-Feb-2021 - 00:00,111.52,,19.12,324.58,9.09,
1517,25-Feb-2021 - 00:00,26-Feb-2021 - 00:00,97.38,,16.23,338.73,9.06,
1518,26-Feb-2021 - 00:00,27-Feb-2021 - 00:00,131.42,,17.81,358.32,20.26,
1519,27-Feb-2021 - 00:00,28-Feb-2021 - 00:00,107.44,,21.36,345.41,28.47,
1520,28-Feb-2021 - 00:00,01-Mar-2021 - 00:00,118.4,,15.67,363.05,28.47,
1521,01-Mar-2021 - 00:00,02-Mar-2021 - 00:00,133.12,,24.03,329.59,28.47,
1522,02-Mar-2021 - 00:00,03-Mar-2021 - 00:00,137.85,,26.46,307.62,28.48,
1523,03-Mar-2021 - 00:00,04-Mar-2021 - 00:00,84.19,,15.2,199.95,28.49,
1524,04-Mar-2021 - 00:00,05-Mar-2021 - 00:00,102.04,,18.61,250.12,28.48,
1525,05-Mar-2021 - 00:00,06-Mar-2021 - 00:00,122.16,,16.81,262.87,28.48,
1526,06-Mar-2021 - 00:00,07-Mar-2021 - 00:00,106.05,,17.51,222.58,28.48,
1527,07-Mar-2021 - 00:00,08-Mar-2021 - 00:00,101.19,,24.39,243.31,28.5,
1528,08-Mar-2021 - 00:00,09-Mar-2021 - 00:00,93.97,,18.42,229.54,28.48,
1529,09-Mar-2021 - 00:00,10-Mar-2021 - 00:00,110.26,,24.4,195.09,28.47,
1530,10-Mar-2021 - 00:00,11-Mar-2021 - 00:00,82.44,,21.96,183.61,28.45,
1531,11-Mar-2021 - 00:00,12-Mar-2021 - 00:00,75.34,,17.18,187.29,28.47,
1532,12-Mar-2021 - 00:00,13-Mar-2021 - 00:00,73.16,,24.25,213.23,28.47,
1533,13-Mar-2021 - 00:00,14-Mar-2021 - 00:00,61.32,,18.79,178.03,28.48,
1534,14-Mar-2021 - 00:00,15-Mar-2021 - 00:00,85.91,,25.78,204.7,28.49,
1535,15-Mar-2021 - 00:00,16-Mar-2021 - 00:00,93.76,,23.85,232.5,28.5,
1536,16-Mar-2021 - 00:00,17-Mar-2021 - 00:00,90.25,,17.14,230.81,28.5,
1537,17-Mar-2021 - 00:00,18-Mar-2021 - 00:00,128.5,,19.49,360.12,28.51,
1538,18-Mar-2021 - 00:00,19-Mar-2021 - 00:00,126.6,,15.74,382.25,28.51,
1539,19-Mar-2021 - 00:00,20-Mar-2021 - 00:00,128.15,,32.31,351.32,28.49,
1540,20-Mar-2021 - 00:00,21-Mar-2021 - 00:00,125.03,,21.03,306.21,28.51,
1541,21-Mar-2021 - 00:00,22-Mar-2021 - 00:00,100.21,,19.99,232.42,28.51,
1542,22-Mar-2021 - 00:00,23-Mar-2021 - 00:00,93.63,,20.54,191.15,28.52,
1543,23-Mar-2021 - 00:00,24-Mar-2021 - 00:00,123.96,,33.73,169.76,28.52,
1544,24-Mar-2021 - 00:00,25-Mar-2021 - 00:00,106,,27.9,131.22,28.52,
1545,25-Mar-2021 - 00:00,26-Mar-2021 - 00:00,95.26,,36.5,118.48,28.52,
1546,26-Mar-2021 - 00:00,27-Mar-2021 - 00:00,104.21,,21.7,139.78,28.53,
1547,27-Mar-2021 - 00:00,28-Mar-2021 - 00:00,105.38,,19.55,160.64,28.53,
1548,28-Mar-2021 - 00:00,29-Mar-2021 - 00:00,109.77,,28.66,174.68,28.53,
1549,29-Mar-2021 - 00:00,30-Mar-2021 - 00:00,104.99,,76.04,207.54,28.52,
1550,30-Mar-2021 - 00:00,31-Mar-2021 - 00:00,119.38,,70.34,265.61,28.51,
1551,31-Mar-2021 - 00:00,01-Apr-2021 - 00:00,120.38,,27.95,296.97,28.51,
